bedroom,bathroom,size,address,city,zillow_days,views,price,ad_type,company,agent,link
2,1,700,36 W 138th St APT 16 New York NY 10037,New York,93,"2,933","233,000",For sale,Harlem Lofts 212-280-8866,Robb Pair ,https://www.zillow.com/homedetails/36-W-138th-St-APT-16-New-York-NY-10037/2077253061_zpid/
5,3,"3,200",20 Polhemus Pl Brooklyn NY 11215,Brooklyn,3,897,"3,700,000",For sale,Compass 718-355-8402,Libby Ryan ,https://www.zillow.com/homedetails/20-Polhemus-Pl-Brooklyn-NY-11215/30586993_zpid/
3,2,"1,196",26 Dore Ct Staten Island NY 10310,Staten Island,136,"1,312","829,000",For sale,"Tom Crimmins Realty, Ltd. 718-370-3200",Mary Raymond ,https://www.zillow.com/homedetails/26-Dore-Ct-Staten-Island-NY-10310/32279548_zpid/
1,1,--,192-07 37th Ave UNIT 198 Flushing NY 11358,Flushing,23,350,"226,999",For sale,BERKSHIRE HATHAWAY 516-224-4600,Argie Karavas ,https://www.zillow.com/homedetails/192-07-37th-Ave-UNIT-198-Flushing-NY-11358/79745200_zpid/
3,2,"1,100",1259 Grant Ave APT 5H Bronx NY 10456,Bronx,23,"3,043","240,000",For sale,Keller Williams Realty NYC Grp 718-697-6800,Vanessa Villanueva ,https://www.zillow.com/homedetails/1259-Grant-Ave-APT-5H-Bronx-NY-10456/2076309180_zpid/
1,1,--,61 Lexington Ave APT G New York NY 10010,New York,32,"2,030","495,000",For sale,Keller Williams NYC 646-271-0577,Richard Murray ,https://www.zillow.com/homedetails/61-Lexington-Ave-APT-G-New-York-NY-10010/2076719743_zpid/
3,3,"1,600",32 Winfield St Staten Island NY 10305,Staten Island,146,"1,286","618,888",For sale,Mark International Real Estate 718-987-4500,Jesse Aronovich ,https://www.zillow.com/homedetails/32-Winfield-St-Staten-Island-NY-10305/64523273_zpid/
3,1,"17,550",946 Hoe Ave APT 3B Bronx NY 10459,Bronx,184,"4,820","179,000",For sale,Douglas Elliman 917-689-2939,Marjo Ivaska-Sergeant ,https://www.zillow.com/homedetails/946-Hoe-Ave-APT-3B-Bronx-NY-10459/244450137_zpid/
4,3,"2,075",47 Ilyse Ct Staten Island NY 10306,Staten Island,115,"1,811","685,888",For sale,M Donato & Co. R. E. Prof. 718-351-8900,Anise M. levitas ,https://www.zillow.com/homedetails/47-Ilyse-Ct-Staten-Island-NY-10306/32340196_zpid/
2,1,--,73-41 217th St Oakland Gardens NY 11364,Oakland Gardens,74,"1,220","289,999",For sale,Compass Greater NY LLC 718-423-7700,Ermir Elmazi ,https://www.zillow.com/homedetails/73-41-217th-St-Oakland-Gardens-NY-11364/2078734042_zpid/
5,4,"3,606",459 E 19th St Brooklyn NY 11226,Brooklyn,78,"3,611","3,195,000",For sale,Compass,Laura Rozos ,https://www.zillow.com/homedetails/459-E-19th-St-Brooklyn-NY-11226/30668373_zpid/
4,2,"1,020",14 Queen St Staten Island NY 10314,Staten Island,108,"1,671","598,800",For sale,"Neuhaus Realty, Inc. 718-979-3400",Nikki Nusrat Chaudry ,https://www.zillow.com/homedetails/14-Queen-St-Staten-Island-NY-10314/32292103_zpid/
2,2,"1,500",927 Hollywood Ave Bronx NY 10465,Bronx,23,"1,046","560,000",For sale,"Grand Lux Realty, Inc. 914-273-9688",Angela Garduno ,https://www.zillow.com/homedetails/927-Hollywood-Ave-Bronx-NY-10465/29844708_zpid/
--,--,"1,940",10019 201st St Jamaica NY 11423,Jamaica,64,"3,882","279,000",For sale,SOWAE CORP 646-619-7424,Eric Lee ,https://www.zillow.com/homedetails/10019-201st-St-Jamaica-NY-11423/32154318_zpid/
3,3,"1,640",13 Webers Ct Brooklyn NY 11235,Brooklyn,2,300,"775,000",For sale,Atlantic Properties Realty Inc 718-743-1414,Alexander Smelov ,https://www.zillow.com/homedetails/13-Webers-Ct-Brooklyn-NY-11235/30792685_zpid/
3,4,"2,296",65 Horatio St New York NY 10014,New York,101,"2,597","5,995,000",For sale,Compass 646-610-3055,Nick Gavin ,https://www.zillow.com/homedetails/65-Horatio-St-New-York-NY-10014/31501943_zpid/
2,1,"1,470",502 Yetman Ave Staten Island NY 10307,Staten Island,64,"1,707","549,000",For sale,RE/MAX Elite 718-576-2400,John Polignone ,https://www.zillow.com/homedetails/502-Yetman-Ave-Staten-Island-NY-10307/32375897_zpid/
1,1,750,100 Remsen St APT 8G Brooklyn NY 11201,Brooklyn,32,"2,323","495,000",For sale,Corcoran 212-323-3240,Elizabeth Sahlman ,https://www.zillow.com/homedetails/100-Remsen-St-APT-8G-Brooklyn-NY-11201/83046309_zpid/
2,1,850,2251 Knapp St APT 1E Brooklyn NY 11229,Brooklyn,142,"1,261","195,000",For sale,Tracey Real Estate 718-376-4994,Robert Tracey ,https://www.zillow.com/homedetails/2251-Knapp-St-APT-1E-Brooklyn-NY-11229/245002799_zpid/
3,4,"2,062",226 S 2nd St APT 2 Brooklyn NY 11211,Brooklyn,2,263,"2,395,000",For sale,Compass 785-550-9251,Sean Brewer ,https://www.zillow.com/homedetails/226-S-2nd-St-APT-2-Brooklyn-NY-11211/64674875_zpid/
6,2,"2,000",1 North St Staten Island NY 10302,Staten Island,63,"2,293","325,000",For sale,Salmon Realty Group 718-273-1200,Christine DeHart ,https://www.zillow.com/homedetails/1-North-St-Staten-Island-NY-10302/32297289_zpid/
3,2,"1,650",2851 47th St Long Island City NY 11103,Long Island City,14,"2,683","975,000",For sale,Amorelli Realty 917-577-6287,Joe Vaccaro ,https://www.zillow.com/homedetails/2851-47th-St-Long-Island-City-NY-11103/31942215_zpid/
7,5,3,11920 200th St Jamaica NY 11412,Jamaica,3,329,"925,000",For sale,EMPIRE FORTUNE REAL ESTATE LLC 516-469-1105,Dr Pauline Abby Lovelace ,https://www.zillow.com/homedetails/11920-200th-St-Jamaica-NY-11412/68314993_zpid/
2,1,--,84-11 Shore Pkwy Howard Beach NY 11414,Howard Beach,23,556,"325,000",For sale,Century 21 Amiable Rlty Grp II 718-835-4700,Andrea Scelisi ,https://www.zillow.com/homedetails/84-11-Shore-Pkwy-Howard-Beach-NY-11414/219885596_zpid/
3,1,--,80-03 156th Ave #142 Howard Beach NY 11414,Howard Beach,7,665,"305,000",For sale,Century 21 Amiable Realty Group II Inc 718-344-2727,Andrea Scelisi ,https://www.zillow.com/homedetails/80-03-156th-Ave-142-Howard-Beach-NY-11414/2075395056_zpid/
8,7,"3,672",1549 Dean St Brooklyn NY 11213,Brooklyn,2,180,"1,499,000",For sale,Douglas Elliman Real Estate 516-354-6500,Joseph Albano ,https://www.zillow.com/homedetails/1549-Dean-St-Brooklyn-NY-11213/83044432_zpid/
3,3,"1,202",119 Ridgeway Ave Staten Island NY 10314,Staten Island,137,"1,194","538,000",For sale,"Robert DeFalco Realty, Inc. 718-987-7900",Kristina Gershteyn ,https://www.zillow.com/homedetails/119-Ridgeway-Ave-Staten-Island-NY-10314/2144664076_zpid/
3,2,"1,067",745 Saint Anns Ave #72C Bronx NY 10456,Bronx,74,"2,167","329,000",For sale,RE/MAX Voyage Realty 718-228-1101,Ariel R Pena ,https://www.zillow.com/homedetails/745-Saint-Anns-Ave-72C-Bronx-NY-10456/2076719892_zpid/
3,2,"1,291",164 S 1st St #1B Brooklyn NY 11211,Brooklyn,7,"1,631","1,369,500",For sale,Brick & Mortar 917-822-2474,Megan Eisenberg ,https://www.zillow.com/homedetails/164-S-1st-St-1B-Brooklyn-NY-11211/245030780_zpid/
1,1,--,943 Amsterdam Ave APT 5R New York NY 10025,New York,172,"1,878","359,000",For sale,Brown Harris Stevens 718-878-1837,Jennifer Hsu ,https://www.zillow.com/homedetails/943-Amsterdam-Ave-APT-5R-New-York-NY-10025/121919174_zpid/
3,2,--,33-47 14th St #7C Astoria NY 11106,Astoria,15,"1,333","599,000",For sale,Compass,Bianca Colasuonno ,https://www.zillow.com/homedetails/33-47-14th-St-7C-Astoria-NY-11106/2075632885_zpid/
2,1,"1,000",3935 Blackstone Ave APT 2J Bronx NY 10471,Bronx,518,"1,284","259,000",For sale,Douglas Elliman 718-207-6195,Glenn Encababian ,https://www.zillow.com/homedetails/3935-Blackstone-Ave-APT-2J-Bronx-NY-10471/244458212_zpid/
1,1,950,414 E 52nd St APT 2F New York NY 10022,New York,2,378,"700,000",For sale,Brown Harris Stevens 718-613-2015,Peter Grazioli ,https://www.zillow.com/homedetails/414-E-52nd-St-APT-2F-New-York-NY-10022/113973434_zpid/
3,1,"1,192",102 Skidmore Ln Brooklyn NY 11236,Brooklyn,24,"1,864","339,000",For sale,AmeriHome Realty Corp. 718-654-4026,Edward J Gallagher ,https://www.zillow.com/homedetails/102-Skidmore-Ln-Brooklyn-NY-11236/30774272_zpid/
5,7,"6,670",313 W 77th St New York NY 10024,New York,141,"3,233","9,995,000",For sale,Brown Harris Stevens 212-588-5630,Wolf Jakubowski ,https://www.zillow.com/homedetails/313-W-77th-St-New-York-NY-10024/31523634_zpid/
5,6,"5,489",56 Leonard St PH 58 New York NY 10013,New York,32,"7,429","34,500,000",For sale,Sotheby's International Realty 212-606-7648,Cortnee B Glasser ,https://www.zillow.com/homedetails/56-Leonard-St-PH-58-New-York-NY-10013/2100667030_zpid/
3,3,"1,445",3815 Glenwood Rd Brooklyn NY 11210,Brooklyn,329,"1,142","769,000",For sale,Value Realty Group 917-570-7310,Richard Domville ,https://www.zillow.com/homedetails/3815-Glenwood-Rd-Brooklyn-NY-11210/30664168_zpid/
1,1,830,2330 Voorhies Ave APT 5G Brooklyn NY 11235,Brooklyn,10,665,"298,000",For sale,TwoRealEstate LLC 718-218-5213,Artem Khaykin ,https://www.zillow.com/homedetails/2330-Voorhies-Ave-APT-5G-Brooklyn-NY-11235/82584177_zpid/
1,1,--,51-42 30th Ave #H10 Woodside NY 11377,Woodside,14,523,"285,000",For sale,EXP Realty NYC 203-706-4200,Ayo Haynes ,https://www.zillow.com/homedetails/51-42-30th-Ave-H10-Woodside-NY-11377/2075609593_zpid/
3,2,"1,872",336 77th St Brooklyn NY 11209,Brooklyn,16,"2,573","1,248,000",For sale,Ben Bay Realty Co. of Bay Ridge 917-439-8909,Anthony Mussolino ,https://www.zillow.com/homedetails/336-77th-St-Brooklyn-NY-11209/30696375_zpid/
2,2,"1,050",96 Woodpoint Rd APT 3A Brooklyn NY 11211,Brooklyn,148,"2,539","879,979",For sale,N.C. Pepe Corp. 718-599-7373,Jordan  Malken ,https://www.zillow.com/homedetails/96-Woodpoint-Rd-APT-3A-Brooklyn-NY-11211/83047353_zpid/
3,4,"2,250",82 Holcomb Ave Staten Island NY 10312,Staten Island,39,975,"849,999",For sale,"Neuhaus Realty, Inc. 718-979-3400",Gaetano Marasa ,https://www.zillow.com/homedetails/82-Holcomb-Ave-Staten-Island-NY-10312/32361136_zpid/
4,2,"2,500",14232 254th St Jamaica NY 11422,Jamaica,23,812,"795,000",For sale,American Best Homes Realty LLC 516-887-4274,Mohammad Ali ,https://www.zillow.com/homedetails/14232-254th-St-Jamaica-NY-11422/32210672_zpid/
6,3,"1,684",101-17 111th St South Richmond Hill NY 11419,South Richmond Hill,23,714,"899,000",For sale,Prestige Homes NY Inc 718-323-5000,Navin B Sookra ,https://www.zillow.com/homedetails/101-17-111th-St-South-Richmond-Hill-NY-11419/2078658363_zpid/
6,4,"1,708",1218 Ralph Ave Brooklyn NY 11236,Brooklyn,10,613,"899,000",For sale,Kapital Real Estate,Benjamin Kadoch ,https://www.zillow.com/homedetails/1218-Ralph-Ave-Brooklyn-NY-11236/30766019_zpid/
4,5,"4,545",20 W 53rd St #43A New York NY 10019,New York,32,"2,273","19,995,000",For sale,Corcoran,Norma-Jean Callahan ,https://www.zillow.com/homedetails/20-W-53rd-St-43A-New-York-NY-10019/122272591_zpid/
--,1,200,424 E 115th St #3A New York NY 10029,New York,23,"2,968","110,000",For sale,Keller Williams Realty NYC Grp 718-697-6800,Vanessa Villanueva ,https://www.zillow.com/homedetails/424-E-115th-St-3A-New-York-NY-10029/2075670691_zpid/
3,4,"4,394",30 E 29th St #PHA New York NY 10016,New York,372,"1,451","18,750,000",For sale,CORE 212-433-3029,Rose Hill ,https://www.zillow.com/homedetails/30-E-29th-St-PHA-New-York-NY-10016/2081230935_zpid/
3,1,"1,200",144-55 Melbourne Ave #5G Flushing NY 11367,Flushing,332,"1,381","215,000",For sale,Century Homes Realty Group LLC 718-886-6800,Mingda ( Andrew) Jiang ,https://www.zillow.com/homedetails/144-55-Melbourne-Ave-5G-Flushing-NY-11367/2080684030_zpid/
3,3,"1,000",120 W 58th St APT 9A New York NY 10019,New York,115,"1,211","1,350,000",For sale,Compass 917-294-0661,Miky Bonazzoli ,https://www.zillow.com/homedetails/120-W-58th-St-APT-9A-New-York-NY-10019/31513429_zpid/
--,1,"3,400",216-14 104th Ave #1A Queens Village NY 11429,Queens Village,2,86,"659,000",For sale,Great Success Realty 718-883-1800,SAM Matsui ,https://www.zillow.com/homedetails/216-14-104th-Ave-1A-Queens-Village-NY-11429/2075289754_zpid/
5,4,"3,281",4720 Grosvenor Ave Bronx NY 10471,Bronx,74,"4,111","2,795,000",For sale,"Compass Greater NY, LLC 914-327-2777",Christopher Casey ,https://www.zillow.com/homedetails/4720-Grosvenor-Ave-Bronx-NY-10471/29852769_zpid/
1,1,--,234 W 16th St APT 4A New York NY 10011,New York,8,"1,195","619,000",For sale,Brown Harris Stevens,Katherine Friedman ,https://www.zillow.com/homedetails/234-W-16th-St-APT-4A-New-York-NY-10011/219650237_zpid/
3,2,--,250 Mercer St APT A304 New York NY 10012,New York,198,"5,323","1,499,000",For sale,Compass,Kathryn Neugold ,https://www.zillow.com/homedetails/250-Mercer-St-APT-A304-New-York-NY-10012/2078579817_zpid/
2,2,900,3103 Fairfield Ave APT 7K Bronx NY 10463,Bronx,23,684,"319,000",For sale,Brown Harris Stevens 718-878-1700,Fitim Kelmendi ,https://www.zillow.com/homedetails/3103-Fairfield-Ave-APT-7K-Bronx-NY-10463/215954673_zpid/
1,1,--,77 Bleecker St APT 631 New York NY 10012,New York,143,"2,036","985,000",For sale,Douglas Elliman 212-352-6265,Elena Ash ,https://www.zillow.com/homedetails/77-Bleecker-St-APT-631-New-York-NY-10012/123537964_zpid/
3,2,"1,840",2135 E 35th St Brooklyn NY 11234,Brooklyn,10,"2,458","648,000",For sale,EXP Realty NYC,Ghislaine (Gigi) Pierre-Zakrzewski ,https://www.zillow.com/homedetails/2135-E-35th-St-Brooklyn-NY-11234/30786426_zpid/
1,1,900,100 W 57th St #11R New York NY 10019,New York,190,"41,589","215,000",For sale,Douglas Elliman,Phyllis Pei ,https://www.zillow.com/homedetails/100-W-57th-St-11R-New-York-NY-10019/2078461494_zpid/
1,1,900,100 W 57th St APT 5R New York NY 10019,New York,162,"8,782","185,000",For sale,Pergolotti Realty 917-415-6609,Joelle Pergolotti ,https://www.zillow.com/homedetails/100-W-57th-St-APT-5R-New-York-NY-10019/2078079062_zpid/
5,4,"2,268",14 W 184th St Bronx NY 10468,Bronx,23,"10,680","399,000",For sale,RE/MAX Distinguished Hms.&Prop 914-346-8255,Hermi Aquino ,https://www.zillow.com/homedetails/14-W-184th-St-Bronx-NY-10468/29786104_zpid/
2,3,"1,800",303 E 57th St APT 32B New York NY 10022,New York,46,"43,816","445,000",For sale,Brown Harris Stevens 212-381-3372,Elayne Reimer ,https://www.zillow.com/homedetails/303-E-57th-St-APT-32B-New-York-NY-10022/119912033_zpid/
4,6,"7,130",111 W 57th St PENTHOUSE 72 New York NY 10019,New York,148,"43,235","66,000,000",For sale,Douglas Elliman 212-203-5401,Amy Williamson ,https://www.zillow.com/homedetails/111-W-57th-St-PENTHOUSE-72-New-York-NY-10019/2077908081_zpid/
2,2,"1,250",420 E 51st St APT 3D New York NY 10022,New York,1043,"5,564","425,000",For sale,Corcoran 516-376-7111,Dan Sholomon ,https://www.zillow.com/homedetails/420-E-51st-St-APT-3D-New-York-NY-10022/123950252_zpid/
1,1,950,100 W 57th St APT 3G New York NY 10019,New York,78,"15,022","229,000",For sale,Pergolotti Realty 917-415-6609,Joelle Pergolotti ,https://www.zillow.com/homedetails/100-W-57th-St-APT-3G-New-York-NY-10019/2077882008_zpid/
4,4,"3,300",303 E 57th St APT 45G New York NY 10022,New York,198,"8,961","800,000",For sale,Compass 917-567-5167,Jonathan Tauzowicz ,https://www.zillow.com/homedetails/303-E-57th-St-APT-45G-New-York-NY-10022/2078579838_zpid/
1,1,900,100 W 57th St #19N New York NY 10019,New York,225,"12,294","219,000",For sale,Douglas Elliman 212-769-9838,Chris Connor ,https://www.zillow.com/homedetails/100-W-57th-St-19N-New-York-NY-10019/72519071_zpid/
--,1,600,100 W 57th St PENTHOUSE H New York NY 10019,New York,24,"8,677","121,000",For sale,Pergolotti Realty 917-415-6609,Joelle Pergolotti ,https://www.zillow.com/homedetails/100-W-57th-St-PENTHOUSE-H-New-York-NY-10019/306707670_zpid/
4,5,"6,234",157 W 57th St PENTHOUSE 87 New York NY 10019,New York,450,"9,963","44,000,000",For sale,Douglas Elliman 212-350-8059,Richard J Steinberg ,https://www.zillow.com/homedetails/157-W-57th-St-PENTHOUSE-87-New-York-NY-10019/122273268_zpid/
3,3,"1,674",4 W 21st St APT 14B New York NY 10010,New York,215,"7,528","1,750,000",For sale,Douglas Elliman 212-321-7111,Josh Rubin ,https://www.zillow.com/homedetails/4-W-21st-St-APT-14B-New-York-NY-10010/72538276_zpid/
4,2,"1,300",226 E 38th St Brooklyn NY 11203,Brooklyn,178,"13,410","595,000",For sale,Corcoran 347-608-7028,Kristy Salama ,https://www.zillow.com/homedetails/226-E-38th-St-Brooklyn-NY-11203/145591435_zpid/
3,1,850,526 W 158th St APT 62 New York NY 10032,New York,19,"5,908","150,000",For sale,ADCNY Realty Corp 917-659-6162,Bruno Ruiz-Castano ,https://www.zillow.com/homedetails/526-W-158th-St-APT-62-New-York-NY-10032/2090826016_zpid/
5,3,"1,975",5110 Beverley Rd Brooklyn NY 11203,Brooklyn,27,"9,050","949,000",For sale,Compass,Louis Belisario ,https://www.zillow.com/homedetails/5110-Beverley-Rd-Brooklyn-NY-11203/30655765_zpid/
6,8,"8,054",432 Park Ave #82 New York NY 10022,New York,179,"51,242","90,000,000",For sale,Douglas Elliman 212-352-6243,Ryan Stenta at Eklund|Gomes Team ,https://www.zillow.com/homedetails/432-Park-Ave-82-New-York-NY-10022/2078304565_zpid/
2,1,--,21-27 33rd St APT 5G Astoria NY 11105,Astoria,248,"4,352","299,000",For sale,Compass,Anya Perry Turcheck ,https://www.zillow.com/homedetails/21-27-33rd-St-APT-5G-Astoria-NY-11105/2080327122_zpid/
3,1,"1,090",303 W 122nd St #34 New York NY 10027,New York,39,"14,826","350,000",For sale,Esra Realty 917-727-3652,KL Hamm ,https://www.zillow.com/homedetails/303-W-122nd-St-34-New-York-NY-10027/244861078_zpid/
6,8,"14,825",8 E 62nd St New York NY 10065,New York,148,"22,960","65,000,000",For sale,Modlin Group 212-974-0740,Adam Modlin ,https://www.zillow.com/homedetails/8-E-62nd-St-New-York-NY-10065/31533267_zpid/
7,11,"13,000",12 E 63rd St New York NY 10065,New York,760,"34,818","65,000,000",For sale,Berkshire Hathaway HomeServices New York Properties 646-677-1038,Craig Dix ,https://www.zillow.com/homedetails/12-E-63rd-St-New-York-NY-10065/2099424678_zpid/
6,3,"2,500",2331 100th St Flushing NY 11369,Flushing,2,623,"1,378,000",For sale,Winzone Realty Inc 718-676-6611,Qun D Lin ,https://www.zillow.com/homedetails/2331-100th-St-Flushing-NY-11369/31968062_zpid/
4,5,"3,300",303 E 57th St APT 43G New York NY 10022,New York,396,"5,966","850,000",For sale,Brown Harris Stevens 212-381-3372,Elayne Reimer ,https://www.zillow.com/homedetails/303-E-57th-St-APT-43G-New-York-NY-10022/72525903_zpid/
1,1,--,2190 Brigham St APT 1H Brooklyn NY 11229,Brooklyn,9,"3,466","150,000",For sale,Douglas Elliman 718-780-8129,Leora Blumberg-Rubinstein ,https://www.zillow.com/homedetails/2190-Brigham-St-APT-1H-Brooklyn-NY-11229/79492790_zpid/
4,6,"6,240",157 W 57th St PENTHOUSE 86 New York NY 10019,New York,205,"9,224","39,800,000",For sale,Corcoran 212-836-1088,Carrie Chiang ,https://www.zillow.com/homedetails/157-W-57th-St-PENTHOUSE-86-New-York-NY-10019/122272198_zpid/
5,6,"7,381",20 W 53rd St New York NY 10019,New York,329,"23,607","39,950,000",For sale,Douglas Elliman 212-418-7486,Eva Penson ,https://www.zillow.com/homedetails/20-W-53rd-St-New-York-NY-10019/122272179_zpid/
3,4,"1,700",170 W 76th St PENTHOUSE 3 New York NY 10023,New York,79,"3,268","2,850,000",For sale by owner,None,Property Owner ,https://www.zillow.com/homedetails/170-W-76th-St-PENTHOUSE-3-New-York-NY-10023/2077111216_zpid/
5,4,"3,000",809 Halsey St Brooklyn NY 11233,Brooklyn,386,"4,239","1,749,000",For sale,Massada Home Sales 347-592-9154,Dani Ohayon ,https://www.zillow.com/homedetails/809-Halsey-St-Brooklyn-NY-11233/30599204_zpid/
5,3,"1,449",17031 Grand Central Pkwy Jamaica NY 11432,Jamaica,144,"8,643","499,000",For sale,RE/MAX Elite 718-690-3900,Michael S. Rastegar ,https://www.zillow.com/homedetails/17031-Grand-Central-Pkwy-Jamaica-NY-11432/32076923_zpid/
3,2,"1,632",8829 183rd St Jamaica NY 11423,Jamaica,92,"28,865","250,000",For sale,JOSHUAS REALTY,joshua harris ,https://www.zillow.com/homedetails/8829-183rd-St-Jamaica-NY-11423/32135323_zpid/
1,2,"1,134",2666 Miles Ave #P1 Bronx NY 10465,Bronx,74,"14,769","269,000",For sale,Howard Hanna Rand Realty 347-202-4965,Mildred M Valentin ,https://www.zillow.com/homedetails/2666-Miles-Ave-P1-Bronx-NY-10465/29849704_zpid/
--,1,450,100 W 57th St APT 12Q New York NY 10019,New York,235,"7,225","113,000",For sale,Pergolotti Realty 917-415-6609,Joelle Pergolotti ,https://www.zillow.com/homedetails/100-W-57th-St-APT-12Q-New-York-NY-10019/305378593_zpid/
9,3,"2,976",755 Schenck Ave Brooklyn NY 11207,Brooklyn,23,"10,514","300,000",For sale,Big World Realty Inc 631-648-9096,Raymond Macygin ,https://www.zillow.com/homedetails/755-Schenck-Ave-Brooklyn-NY-11207/30647668_zpid/
4,3,"2,893",350 E 82nd St #14AB New York NY 10028,New York,16,"2,225","4,595,000",For sale by owner,None,Property Owner ,https://www.zillow.com/homedetails/350-E-82nd-St-14AB-New-York-NY-10028/2078653760_zpid/
5,7,"5,300",313 W 4th St New York NY 10014,New York,353,"14,510","16,950,000",For sale,Leslie J. Garfield 212-574-6959,Matthew Lesser ,https://www.zillow.com/homedetails/313-W-4th-St-New-York-NY-10014/31500551_zpid/
3,4,"3,300",303 E 57th St APT 44G New York NY 10022,New York,31,"10,200","795,000",For sale,Bohemia Realty Group 212-663-6215,Karen Cantor ,https://www.zillow.com/homedetails/303-E-57th-St-APT-44G-New-York-NY-10022/2076710336_zpid/
3,2,"1,280",3910 Clarendon Rd Brooklyn NY 11203,Brooklyn,56,"7,468","725,000",For sale,Coldwell Banker Reliable 718-921-3100,William Higgins ,https://www.zillow.com/homedetails/3910-Clarendon-Rd-Brooklyn-NY-11203/30661709_zpid/
2,1,--,2106 35th St APT 2B Astoria NY 11105,Astoria,23,"3,685","350,000",For sale,Douglas Elliman Real Estate 631-499-9191,David A Barriga ,https://www.zillow.com/homedetails/2106-35th-St-APT-2B-Astoria-NY-11105/2076503755_zpid/
4,4,"2,900",301 E 61st St #19A New York NY 10065,New York,161,"11,686","9,500,000",For sale,Brown Harris Stevens 917-533-3709,Robyn Diament ,https://www.zillow.com/homedetails/301-E-61st-St-19A-New-York-NY-10065/300195837_zpid/
3,2,"1,230",445 W 240th St APT 2M Bronx NY 10463,Bronx,5,"1,487","575,000",For sale,Compass 646-265-2262,Chris E Casey ,https://www.zillow.com/homedetails/445-W-240th-St-APT-2M-Bronx-NY-10463/29852334_zpid/
5,5,"1,805",212 E 42nd St Brooklyn NY 11203,Brooklyn,23,"3,851","998,000",For sale,Weichert Realtors 914-833-0800,Geubert C Oliveira ,https://www.zillow.com/homedetails/212-E-42nd-St-Brooklyn-NY-11203/2088048302_zpid/
1,1,900,100 W 57th St #11R New York NY 10019,New York,190,"41,608","215,000",For sale,Douglas Elliman,Phyllis Pei ,https://www.zillow.com/homedetails/100-W-57th-St-11R-New-York-NY-10019/2078461494_zpid/
1,1,900,100 W 57th St APT 5R New York NY 10019,New York,162,"8,802","185,000",For sale,Pergolotti Realty 917-415-6609,Joelle Pergolotti ,https://www.zillow.com/homedetails/100-W-57th-St-APT-5R-New-York-NY-10019/2078079062_zpid/
5,4,"2,268",14 W 184th St Bronx NY 10468,Bronx,23,"10,691","399,000",For sale,RE/MAX Distinguished Hms.&Prop 914-346-8255,Hermi Aquino ,https://www.zillow.com/homedetails/14-W-184th-St-Bronx-NY-10468/29786104_zpid/
2,3,"1,800",303 E 57th St APT 32B New York NY 10022,New York,46,"43,839","445,000",For sale,Brown Harris Stevens 212-381-3372,Elayne Reimer ,https://www.zillow.com/homedetails/303-E-57th-St-APT-32B-New-York-NY-10022/119912033_zpid/
4,6,"7,130",111 W 57th St PENTHOUSE 72 New York NY 10019,New York,148,"43,254","66,000,000",For sale,Douglas Elliman 212-203-5401,Amy Williamson ,https://www.zillow.com/homedetails/111-W-57th-St-PENTHOUSE-72-New-York-NY-10019/2077908081_zpid/
2,2,"1,250",420 E 51st St APT 3D New York NY 10022,New York,1043,"5,574","425,000",For sale,Corcoran 516-376-7111,Dan Sholomon ,https://www.zillow.com/homedetails/420-E-51st-St-APT-3D-New-York-NY-10022/123950252_zpid/
1,1,950,100 W 57th St APT 3G New York NY 10019,New York,78,"15,030","229,000",For sale,Pergolotti Realty 917-415-6609,Joelle Pergolotti ,https://www.zillow.com/homedetails/100-W-57th-St-APT-3G-New-York-NY-10019/2077882008_zpid/
4,4,"3,300",303 E 57th St APT 45G New York NY 10022,New York,198,"8,966","800,000",For sale,Compass 917-567-5167,Jonathan Tauzowicz ,https://www.zillow.com/homedetails/303-E-57th-St-APT-45G-New-York-NY-10022/2078579838_zpid/
1,1,900,100 W 57th St #19N New York NY 10019,New York,225,"12,301","219,000",For sale,Douglas Elliman 212-769-9838,Chris Connor ,https://www.zillow.com/homedetails/100-W-57th-St-19N-New-York-NY-10019/72519071_zpid/
--,1,600,100 W 57th St PENTHOUSE H New York NY 10019,New York,24,"8,690","121,000",For sale,Pergolotti Realty 917-415-6609,Joelle Pergolotti ,https://www.zillow.com/homedetails/100-W-57th-St-PENTHOUSE-H-New-York-NY-10019/306707670_zpid/
4,5,"6,234",157 W 57th St PENTHOUSE 87 New York NY 10019,New York,450,"9,971","44,000,000",For sale,Douglas Elliman 212-350-8059,Richard J Steinberg ,https://www.zillow.com/homedetails/157-W-57th-St-PENTHOUSE-87-New-York-NY-10019/122273268_zpid/
3,3,"1,674",4 W 21st St APT 14B New York NY 10010,New York,215,"7,537","1,750,000",For sale,Douglas Elliman 212-321-7111,Josh Rubin ,https://www.zillow.com/homedetails/4-W-21st-St-APT-14B-New-York-NY-10010/72538276_zpid/
4,2,"1,300",226 E 38th St Brooklyn NY 11203,Brooklyn,178,"13,419","595,000",For sale,Corcoran 347-608-7028,Kristy Salama ,https://www.zillow.com/homedetails/226-E-38th-St-Brooklyn-NY-11203/145591435_zpid/
3,1,850,526 W 158th St APT 62 New York NY 10032,New York,19,"5,913","150,000",For sale,ADCNY Realty Corp 917-659-6162,Bruno Ruiz-Castano ,https://www.zillow.com/homedetails/526-W-158th-St-APT-62-New-York-NY-10032/2090826016_zpid/
